nombre_entidad;anio;Instituciones;Infraestructura;Adopción TIC;Sostenibilidad ambiental;Salud;Educación básica y media;Educación superior y capacitación;Entorno para los negocios;Mercado laboral;Sistema financiero;Tamaño del mercado;Sofisticación y diversificación;Innovación
IBAGUÉ;2025;6.173473546350317;4.231713402950453;5.88852374214364;4.019371514025803;6.9694898641177385;7.8363319707777235;5.050844603350303;5.797476449940094;6.266294856672832;5.24909044694814;4.825496674519439;7.762228770905864;3.5106853903123305
INÍRIDA;2019;3.2050650853030738;2.5639011758134105;2.1545779851387374;4.789082011129907;5.054941503776346;2.735917834898174;1.2962853893471862;3.3403765148041935;4.581049680699289;0.9094476330286696;1.9015842066196733;1.7259351338195277;0.0
INÍRIDA;2020;3.3164787300490484;2.3762748240803497;1.9800256340353766;4.789082011129907;3.1353473108756917;3.0409521034053313;1.2214267471289915;3.328524946396696;4.85260667770327;1.2136628305817578;1.849848383373072;0.0;0.027335698826727012
INÍRIDA;2021;3.5806202374608582;2.241426904010528;2.136301281536788;4.499005418638118;4.638404112205879;3.183951368770498;1.071716072901601;3.465785382879294;4.13171629021917;1.314526209423001;1.4500792359905401;5.314434391579368;0.043747883371816246
INÍRIDA;2022;3.6749557739697947;2.2897807336120244;1.6110879199184802;4.363708221490362;3.6608015949049104;2.063261571441708;1.2559339605419777;2.944951257305179;5.158465294797006;1.3942863833168118;1.8841242704762238;3.853373425317435;0.050976815031857074
INÍRIDA;2023;3.5368134013374277;2.722807851182231;1.8445235219166372;4.431359839783169;4.46557092126339;2.2124937580766844;1.637666667559251;3.713809681045177;4.626908901071381;1.1356127889930925;1.6670473398867212;0.6007970114791072;1.2631587449786628
INÍRIDA;2024;3.7039546479557943;2.461330275714597;2.011493139720047;4.5166199199894965;4.5852430497999315;2.376063922078444;1.7850080442610405;3.509353333359409;4.910368147660298;1.6460258569836397;2.2300398504540557;3.8918124113543504;1.2615124412481125
INÍRIDA;2025;4.081877054140661;2.6847796634503367;1.766906964390616;5.217509899146394;4.6066752975756025;2.954606087404988;1.8230051432415828;3.397497827924112;4.667396626673689;2.1230995415214053;2.2176595443861986;0.4760923017459401;1.2629093914731233
LETICIA;2019;4.494858554506854;4.392141103587537;0.570753330020187;7.585291426949075;4.512240104975154;4.031030180751651;2.0543350045094297;4.557575758645065;5.953879096150865;1.19952706650946;2.1346462036149885;0.0;2.882005347654059
LETICIA;2020;4.140585406728402;4.357628581155635;0.5962118912860157;7.585291426949075;4.977420618416229;4.180815174126751;2.292292429708195;4.701240210300109;5.44687087028421;1.4197712602850963;0.9129770553622384;0.0;2.9205590832622166
LETICIA;2021;4.081490633222513;4.021354102448363;0.8612174761291982;6.904496979394659;5.150044472373699;4.647322886169808;1.8147056657589098;4.741485750000763;4.5846106420573545;1.578805822175845;0.9485396524079438;0.0;2.050484004005109
